eventID,occurrenceID,occurrenceStatus,specificEpithet,scientificName,scientificNameID,individualCount,scientificNameAuthorship,taxonomicStatus,taxonRank,kingdom,phylum,class,order,family,genus,lifeStage,sex,occurrenceRemarks,basisOfRecord
IYS:GoA2019:Stn30:trawl:sample1174,IYS:GoA2019:Stn30:trawl:sample1174:occ,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA,HumanObservation
IYS:GoA2019:Stn30:trawl:sample1175,IYS:GoA2019:Stn30:trawl:sample1175:occ,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA,HumanObservation
IYS:GoA2019:Stn30:trawl:sample1176,IYS:GoA2019:Stn30:trawl:sample1176:occ,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA,HumanObservation
IYS:GoA2019:Stn30:trawl:sample1177,IYS:GoA2019:Stn30:trawl:sample1177:occ,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA,HumanObservation
IYS:GoA2019:Stn30:trawl:sample1178,IYS:GoA2019:Stn30:trawl:sample1178:occ,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA,HumanObservation
IYS:GoA2019:Stn30:trawl:sample1179,IYS:GoA2019:Stn30:trawl:sample1179:occ,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA,HumanObservation
IYS:GoA2019:Stn30:trawl:sample1180,IYS:GoA2019:Stn30:trawl:sample1180:occ,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA,HumanObservation
IYS:GoA2019:Stn30:trawl:sample1181,IYS:GoA2019:Stn30:trawl:sample1181:occ,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA,HumanObservation
IYS:GoA2019:Stn30:trawl:sample1182,IYS:GoA2019:Stn30:trawl:sample1182:occ,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA,HumanObservation
IYS:GoA2019:Stn30:trawl:sample1183,IYS:GoA2019:Stn30:trawl:sample1183:occ,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA,HumanObservation
IYS:GoA2019:Stn31:trawl,IYS:GoA2019:Stn31:trawl:occ:164,present,felis,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,5,"McGowan & Okutani, 1968",alternate representation,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA,,NA,HumanObservation
IYS:GoA2019:Stn31:trawl,IYS:GoA2019:Stn31:trawl:occ:165,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,21,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,adult,,NA,HumanObservation
IYS:GoA2019:Stn31:trawl,IYS:GoA2019:Stn31:trawl:occ:166,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,14,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,,NA,HumanObservation
IYS:GoA2019:Stn31:trawl,IYS:GoA2019:Stn31:trawl:occ:167,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,105,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,,NA,HumanObservation
IYS:GoA2019:Stn31:trawl,IYS:GoA2019:Stn31:trawl:occ:168,present,cucumis,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,7,"(Mertens, 1833)",accepted,Species,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora,NA,,NA,HumanObservation
IYS:GoA2019:Stn31:trawl,IYS:GoA2019:Stn31:trawl:occ:169,present,keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,juvenile,,NA,HumanObservation
IYS:GoA2019:Stn31:trawl,IYS:GoA2019:Stn31:trawl:occ:170,present,kisutch,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,4,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,juvenile,,NA,HumanObservation
IYS:GoA2019:Stn31:trawl,IYS:GoA2019:Stn31:trawl:occ:171,present,borealijaponica,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,1,"Okada, 1927",accepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,NA,,NA,HumanObservation
IYS:GoA2019:Stn31:trawl,IYS:GoA2019:Stn31:trawl:occ:172,present,leucopsarus,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,48,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,NA,,NA,HumanObservation
IYS:GoA2019:Stn31:trawl,IYS:GoA2019:Stn31:trawl:occ:173,present,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,182,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,NA,,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1184,IYS:GoA2019:Stn31:trawl:sample1184:occ,present,felis,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,1,"McGowan & Okutani, 1968",alternate representation,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1185,IYS:GoA2019:Stn31:trawl:sample1185:occ,present,felis,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,1,"McGowan & Okutani, 1968",alternate representation,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1186,IYS:GoA2019:Stn31:trawl:sample1186:occ,present,felis,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,1,"McGowan & Okutani, 1968",alternate representation,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1187,IYS:GoA2019:Stn31:trawl:sample1187:occ,present,felis,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,1,"McGowan & Okutani, 1968",alternate representation,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1188,IYS:GoA2019:Stn31:trawl:sample1188:occ,present,felis,Abraliopsis felis,urn:lsid:marinespecies.org:taxname:341849,1,"McGowan & Okutani, 1968",alternate representation,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,NA,male,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1189,IYS:GoA2019:Stn31:trawl:sample1189:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,female,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1190,IYS:GoA2019:Stn31:trawl:sample1190:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,female,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1191,IYS:GoA2019:Stn31:trawl:sample1191:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,female,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1192,IYS:GoA2019:Stn31:trawl:sample1192:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1193,IYS:GoA2019:Stn31:trawl:sample1193:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1194,IYS:GoA2019:Stn31:trawl:sample1194:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1195,IYS:GoA2019:Stn31:trawl:sample1195:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1196,IYS:GoA2019:Stn31:trawl:sample1196:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1197,IYS:GoA2019:Stn31:trawl:sample1197:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1198,IYS:GoA2019:Stn31:trawl:sample1198:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1199,IYS:GoA2019:Stn31:trawl:sample1199:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1200,IYS:GoA2019:Stn31:trawl:sample1200:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1201,IYS:GoA2019:Stn31:trawl:sample1201:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1202,IYS:GoA2019:Stn31:trawl:sample1202:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1203,IYS:GoA2019:Stn31:trawl:sample1203:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1204,IYS:GoA2019:Stn31:trawl:sample1204:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1205,IYS:GoA2019:Stn31:trawl:sample1205:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1206,IYS:GoA2019:Stn31:trawl:sample1206:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1207,IYS:GoA2019:Stn31:trawl:sample1207:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1208,IYS:GoA2019:Stn31:trawl:sample1208:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1209,IYS:GoA2019:Stn31:trawl:sample1209:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1210,IYS:GoA2019:Stn31:trawl:sample1210:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,juvenile,NA,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1211,IYS:GoA2019:Stn31:trawl:sample1211:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1212,IYS:GoA2019:Stn31:trawl:sample1212:occ,present,borealis,Boreoteuthis borealis,urn:lsid:marinespecies.org:taxname:1468832,1,"(Sasaki, 1923)",unaccepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Boreoteuthis,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1213,IYS:GoA2019:Stn31:trawl:sample1213:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1214,IYS:GoA2019:Stn31:trawl:sample1214:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1215,IYS:GoA2019:Stn31:trawl:sample1215:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1216,IYS:GoA2019:Stn31:trawl:sample1216:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1217,IYS:GoA2019:Stn31:trawl:sample1217:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1218,IYS:GoA2019:Stn31:trawl:sample1218:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1219,IYS:GoA2019:Stn31:trawl:sample1219:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1220,IYS:GoA2019:Stn31:trawl:sample1220:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1221,IYS:GoA2019:Stn31:trawl:sample1221:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1222,IYS:GoA2019:Stn31:trawl:sample1222:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1223,IYS:GoA2019:Stn31:trawl:sample1223:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1224,IYS:GoA2019:Stn31:trawl:sample1224:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1225,IYS:GoA2019:Stn31:trawl:sample1225:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1226,IYS:GoA2019:Stn31:trawl:sample1226:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1227,IYS:GoA2019:Stn31:trawl:sample1227:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1228,IYS:GoA2019:Stn31:trawl:sample1228:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1229,IYS:GoA2019:Stn31:trawl:sample1229:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1230,IYS:GoA2019:Stn31:trawl:sample1230:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1231,IYS:GoA2019:Stn31:trawl:sample1231:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1232,IYS:GoA2019:Stn31:trawl:sample1232:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1233,IYS:GoA2019:Stn31:trawl:sample1233:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1234,IYS:GoA2019:Stn31:trawl:sample1234:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1235,IYS:GoA2019:Stn31:trawl:sample1235:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1236,IYS:GoA2019:Stn31:trawl:sample1236:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1237,IYS:GoA2019:Stn31:trawl:sample1237:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1238,IYS:GoA2019:Stn31:trawl:sample1238:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1239,IYS:GoA2019:Stn31:trawl:sample1239:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1240,IYS:GoA2019:Stn31:trawl:sample1240:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1241,IYS:GoA2019:Stn31:trawl:sample1241:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1242,IYS:GoA2019:Stn31:trawl:sample1242:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1243,IYS:GoA2019:Stn31:trawl:sample1243:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
IYS:GoA2019:Stn31:trawl:sample1244,IYS:GoA2019:Stn31:trawl:sample1244:occ,present,theta,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,1,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA,HumanObservation
